Suburb,Address,Rooms,Type,Price,Date,Postcode,Regionname,Propertycount,Distance,CouncilArea,address,latitude,longitude,geometry,School_Name,School_Rank
Bentleigh,1 Wyuna Ct,3,h,1100000.0,17/03/2018,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,"1 Wyuna Ct,Bentleigh,3204,Victoria,Australia",-37.929755,145.03682719999998,POINT (145.0368272 -37.929755),Brighton Secondary College,11
Brighton,194B Church St,3,t,2525000.0,17/03/2018,3186,Southern Metropolitan,10579,10.5,Bayside City Council,"194B Church St,Brighton,3186,Victoria,Australia",-37.9124768,144.992804,POINT (144.992804 -37.9124768),Brighton Secondary College,11
Brighton,56A Dendy St,4,h,3000000.0,17/03/2018,3186,Southern Metropolitan,10579,10.5,Bayside City Council,"56A Dendy St,Brighton,3186,Victoria,Australia",-37.919503000000006,144.99278059999997,POINT (144.9927806 -37.91950300000001),Brighton Secondary College,11
Brighton,5 Southey St,3,h,1770000.0,17/03/2018,3186,Southern Metropolitan,10579,10.5,Bayside City Council,"5 Southey St,Brighton,3186,Victoria,Australia",-37.907274799999996,145.00539009999997,POINT (145.0053901 -37.9072748),Brighton Secondary College,11
Brighton,58 Sussex St,4,h,1800000.0,17/03/2018,3186,Southern Metropolitan,10579,10.5,Bayside City Council,"58 Sussex St,Brighton,3186,Victoria,Australia",-37.9158674,144.9907472,POINT (144.9907472 -37.9158674),Brighton Secondary College,11
Brighton East,84 Baird St,4,h,2330000.0,17/03/2018,3187,Southern Metropolitan,6938,10.3,Bayside City Council,"84 Baird St,Brighton East,3187,Victoria,Australia",-37.9216578,145.0127318,POINT (145.0127318 -37.9216578),Brighton Secondary College,11
Brighton East,16 Clonaig St,5,h,2350000.0,17/03/2018,3187,Southern Metropolitan,6938,10.3,Bayside City Council,"16 Clonaig St,Brighton East,3187,Victoria,Australia",-37.9028013,145.010538,POINT (145.010538 -37.9028013),Brighton Secondary College,11
Brighton East,630 Hawthorn Rd,2,h,1380000.0,17/03/2018,3187,Southern Metropolitan,6938,10.3,Bayside City Council,"630 Hawthorn Rd,Brighton East,3187,Victoria,Australia",-37.9141641,145.0168068,POINT (145.0168068 -37.9141641),Brighton Secondary College,11
Brighton East,10 Lockwood Av,4,h,2652000.0,17/03/2018,3187,Southern Metropolitan,6938,10.3,Bayside City Council,"10 Lockwood Av,Brighton East,3187,Victoria,Australia",-37.9018735,145.01282419999998,POINT (145.0128242 -37.9018735),Brighton Secondary College,11
Bentleigh,29 Mavho St,3,h,1116000.0,17/06/2017,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,"29 Mavho St,Bentleigh,3204,Victoria,Australia",-37.9217152,145.03354430000002,POINT (145.0335443 -37.9217152),Brighton Secondary College,11
Bentleigh,12 Pleasance St,3,h,1573000.0,17/06/2017,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,"12 Pleasance St,Bentleigh,3204,Victoria,Australia",-37.918364200000006,145.0259009,POINT (145.0259009 -37.91836420000001),Brighton Secondary College,11
Brighton,5A Hall St,3,h,2020000.0,17/06/2017,3186,Southern Metropolitan,10579,10.5,Bayside City Council,"5A Hall St,Brighton,3186,Victoria,Australia",-37.9180578,145.0027483,POINT (145.0027483 -37.9180578),Brighton Secondary College,11
Brighton,2/58 North Rd,3,u,1410000.0,17/06/2017,3186,Southern Metropolitan,10579,10.5,Bayside City Council,"2/58 North Rd,Brighton,3186,Victoria,Australia",-37.89990770000001,145.00644499999999,POINT (145.006445 -37.89990770000001),Brighton Secondary College,11
Brighton East,17 Florence St,4,h,2100000.0,17/06/2017,3187,Southern Metropolitan,6938,10.3,Bayside City Council,"17 Florence St,Brighton East,3187,Victoria,Australia",-37.9175161,145.0168323,POINT (145.0168323 -37.9175161),Brighton Secondary College,11
Brighton East,5A Hornby St,2,h,1410000.0,17/06/2017,3187,Southern Metropolitan,6938,10.3,Bayside City Council,"5A Hornby St,Brighton East,3187,Victoria,Australia",-37.9157973,145.0185334,POINT (145.0185334 -37.9157973),Brighton Secondary College,11
Brighton East,35 Studley Rd,4,t,1620000.0,17/06/2017,3187,Southern Metropolitan,6938,10.3,Bayside City Council,"35 Studley Rd,Brighton East,3187,Victoria,Australia",-37.9285281,145.02508840000002,POINT (145.0250884 -37.9285281),Brighton Secondary College,11
Caulfield South,2/203 North Rd,3,t,1237000.0,17/06/2017,3162,Southern Metropolitan,5051,8.7,Glen Eira City Council,"2/203 North Rd,Caulfield South,3162,Victoria,Australia",-37.901449299999996,145.0205864,POINT (145.0205864 -37.9014493),Brighton Secondary College,11
Hampton,12/45 Grenville St,3,u,970000.0,17/06/2017,3188,Southern Metropolitan,5454,13.8,Bayside City Council,"12/45 Grenville St,Hampton,3188,Victoria,Australia",-37.935401500000005,145.00101819999998,POINT (145.0010182 -37.9354015),Brighton Secondary College,11
Hampton,10/78 Holyrood St,2,u,805000.0,17/06/2017,3188,Southern Metropolitan,5454,13.8,Bayside City Council,"10/78 Holyrood St,Hampton,3188,Victoria,Australia",-37.9335908,145.0013439,POINT (145.0013439 -37.9335908),Brighton Secondary College,11
Brighton,9 Anne Cr,3,h,1811000.0,17/09/2016,3186,Southern Metropolitan,10579,10.5,Bayside City Council,"9 Anne Cr,Brighton,3186,Victoria,Australia",-37.906535299999994,144.9995629,POINT (144.9995629 -37.90653529999999),Brighton Secondary College,11
Brighton,22 Champion St,3,h,2375000.0,17/09/2016,3186,Southern Metropolitan,10579,10.5,Bayside City Council,"22 Champion St,Brighton,3186,Victoria,Australia",-37.9260879,145.0034552,POINT (145.0034552 -37.9260879),Brighton Secondary College,11
Brighton,679 Hampton St,3,h,1385000.0,17/09/2016,3186,Southern Metropolitan,10579,10.5,Bayside City Council,"679 Hampton St,Brighton,3186,Victoria,Australia",-37.9066164,145.0081012,POINT (145.0081012 -37.9066164),Brighton Secondary College,11
Brighton,160 New St,2,h,1601000.0,17/09/2016,3186,Southern Metropolitan,10579,10.5,Bayside City Council,"160 New St,Brighton,3186,Victoria,Australia",-37.913296100000004,144.99153969999998,POINT (144.9915397 -37.9132961),Brighton Secondary College,11
Brighton,89 South Rd,3,h,2020000.0,17/09/2016,3186,Southern Metropolitan,10579,10.5,Bayside City Council,"89 South Rd,Brighton,3186,Victoria,Australia",-37.9275515,144.98888430000002,POINT (144.9888843 -37.9275515),Brighton Secondary College,11
Brighton,8 Southey St,3,t,1762000.0,17/09/2016,3186,Southern Metropolitan,10579,10.5,Bayside City Council,"8 Southey St,Brighton,3186,Victoria,Australia",-37.907274799999996,145.00539009999997,POINT (145.0053901 -37.9072748),Brighton Secondary College,11
Brighton East,38 Agnew St,3,h,1710000.0,17/09/2016,3187,Southern Metropolitan,6938,10.3,Bayside City Council,"38 Agnew St,Brighton East,3187,Victoria,Australia",-37.910852,145.01101450000002,POINT (145.0110145 -37.910852),Brighton Secondary College,11
Brighton East,36 Billson St,3,h,1800000.0,17/09/2016,3187,Southern Metropolitan,6938,10.3,Bayside City Council,"36 Billson St,Brighton East,3187,Victoria,Australia",-37.917412799999994,145.01404430000002,POINT (145.0140443 -37.91741279999999),Brighton Secondary College,11
Brighton East,29 Cluden St,4,h,1706000.0,17/09/2016,3187,Southern Metropolitan,6938,10.3,Bayside City Council,"29 Cluden St,Brighton East,3187,Victoria,Australia",-37.9127314,145.01081000000002,POINT (145.01081 -37.9127314),Brighton Secondary College,11
Brighton East,1/2 Robinson St,3,t,1300000.0,17/09/2016,3187,Southern Metropolitan,6938,10.3,Bayside City Council,"1/2 Robinson St,Brighton East,3187,Victoria,Australia",-37.9186047,145.01865790000002,POINT (145.0186579 -37.9186047),Brighton Secondary College,11
Brighton East,6 Shasta Av,4,h,2355000.0,17/09/2016,3187,Southern Metropolitan,6938,10.3,Bayside City Council,"6 Shasta Av,Brighton East,3187,Victoria,Australia",-37.9170251,145.0104705,POINT (145.0104705 -37.9170251),Brighton Secondary College,11
Bentleigh,2/1 Corbie St,3,t,825000.0,18/03/2017,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,"2/1 Corbie St,Bentleigh,3204,Victoria,Australia",-37.932272,145.0353749,POINT (145.0353749 -37.932272),Brighton Secondary College,11
Brighton,1A Baker St,3,h,2450000.0,18/03/2017,3186,Southern Metropolitan,10579,10.5,Bayside City Council,"1A Baker St,Brighton,3186,Victoria,Australia",-37.9120464,144.9996391,POINT (144.9996391 -37.9120464),Brighton Secondary College,11
Brighton,2/72 Dendy St,3,t,1427000.0,18/03/2017,3186,Southern Metropolitan,10579,10.5,Bayside City Council,"2/72 Dendy St,Brighton,3186,Victoria,Australia",-37.919503000000006,144.99278059999997,POINT (144.9927806 -37.91950300000001),Brighton Secondary College,11
Brighton,15 Loller St,3,t,2517500.0,18/03/2017,3186,Southern Metropolitan,10579,10.5,Bayside City Council,"15 Loller St,Brighton,3186,Victoria,Australia",-37.9150501,145.0009121,POINT (145.0009121 -37.9150501),Brighton Secondary College,11
Brighton,53A Whyte St,4,h,2300000.0,18/03/2017,3186,Southern Metropolitan,10579,10.5,Bayside City Council,"53A Whyte St,Brighton,3186,Victoria,Australia",-37.92314879999999,144.9993474,POINT (144.9993474 -37.92314879999999),Brighton Secondary College,11
Brighton East,14 Northern Av,3,h,1845000.0,18/03/2017,3187,Southern Metropolitan,6938,10.3,Bayside City Council,"14 Northern Av,Brighton East,3187,Victoria,Australia",-37.902124,145.0172231,POINT (145.0172231 -37.902124),Brighton Secondary College,11
Brighton East,7/87 Thomas St,2,u,770000.0,18/03/2017,3187,Southern Metropolitan,6938,10.3,Bayside City Council,"7/87 Thomas St,Brighton East,3187,Victoria,Australia",-37.9148394,145.0235269,POINT (145.0235269 -37.9148394),Brighton Secondary College,11
Hampton,16 Smith St,5,h,2600000.0,18/03/2017,3188,Southern Metropolitan,5454,13.8,Bayside City Council,"16 Smith St,Hampton,3188,Victoria,Australia",-37.9334723,145.022458,POINT (145.022458 -37.9334723),Brighton Secondary College,11
Hampton,3 Smith St,2,h,1465000.0,18/03/2017,3188,Southern Metropolitan,5454,13.8,Bayside City Council,"3 Smith St,Hampton,3188,Victoria,Australia",-37.9334723,145.022458,POINT (145.022458 -37.9334723),Brighton Secondary College,11
Brighton,1 Hanby St,3,h,2100000.0,18/06/2016,3186,Southern Metropolitan,10579,10.5,Bayside City Council,"1 Hanby St,Brighton,3186,Victoria,Australia",-37.925194899999994,145.0007878,POINT (145.0007878 -37.92519489999999),Brighton Secondary College,11
Brighton,82 New St,5,h,3700000.0,18/06/2016,3186,Southern Metropolitan,10579,10.5,Bayside City Council,"82 New St,Brighton,3186,Victoria,Australia",-37.913296100000004,144.99153969999998,POINT (144.9915397 -37.9132961),Brighton Secondary College,11
Brighton East,27 Arnold Rd,4,h,2200000.0,18/06/2016,3187,Southern Metropolitan,6938,10.3,Bayside City Council,"27 Arnold Rd,Brighton East,3187,Victoria,Australia",-37.9285529,145.0238871,POINT (145.0238871 -37.9285529),Brighton Secondary College,11
Brighton East,19 Bourneville Av,4,h,2800000.0,18/06/2016,3187,Southern Metropolitan,6938,10.3,Bayside City Council,"19 Bourneville Av,Brighton East,3187,Victoria,Australia",-37.927865399999995,145.02054809999998,POINT (145.0205481 -37.92786539999999),Brighton Secondary College,11
Brighton East,7 Edro Av,3,h,1912500.0,18/06/2016,3187,Southern Metropolitan,6938,10.3,Bayside City Council,"7 Edro Av,Brighton East,3187,Victoria,Australia",-37.9252065,145.0059791,POINT (145.0059791 -37.9252065),Brighton Secondary College,11
Brighton East,15a Glencairn Av,4,h,1655000.0,18/06/2016,3187,Southern Metropolitan,6938,10.3,Bayside City Council,"15a Glencairn Av,Brighton East,3187,Victoria,Australia",-37.92685,145.0194642,POINT (145.0194642 -37.92685),Brighton Secondary College,11
Brighton East,3 Killeen Av,3,h,1800000.0,18/06/2016,3187,Southern Metropolitan,6938,10.3,Bayside City Council,"3 Killeen Av,Brighton East,3187,Victoria,Australia",-37.9275291,145.0056486,POINT (145.0056486 -37.9275291),Brighton Secondary College,11
Brighton East,30 Sunlight Cr,4,h,2630000.0,18/06/2016,3187,Southern Metropolitan,6938,10.3,Bayside City Council,"30 Sunlight Cr,Brighton East,3187,Victoria,Australia",-37.928164,145.02280380000002,POINT (145.0228038 -37.928164),Brighton Secondary College,11
Hampton,58 Teddington Rd,3,h,1320000.0,18/06/2016,3188,Southern Metropolitan,5454,13.8,Bayside City Council,"58 Teddington Rd,Hampton,3188,Victoria,Australia",-37.9356851,145.01637480000002,POINT (145.0163748 -37.9356851),Brighton Secondary College,11
McKinnon,58 Wright St,4,h,1750000.0,18/06/2016,3204,Southern Metropolitan,2397,11.4,Glen Eira City Council,"58 Wright St,McKinnon,3204,Victoria,Australia",-37.910168,145.03096200000002,POINT (145.030962 -37.910168),Brighton Secondary College,11
Bentleigh,5 Lily St,5,h,1630000.0,18/08/2018,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,"5 Lily St,Bentleigh,3204,Victoria,Australia",-37.9159143,145.02546999999998,POINT (145.02547 -37.9159143),Brighton Secondary College,11
Bentleigh,143 Patterson Rd,5,h,1630000.0,18/08/2018,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,"143 Patterson Rd,Bentleigh,3204,Victoria,Australia",-37.92484,145.02644080000002,POINT (145.0264408 -37.92484),Brighton Secondary College,11
Bentleigh,24 Yawla St,3,h,1275000.0,18/08/2018,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,"24 Yawla St,Bentleigh,3204,Victoria,Australia",-37.913865799999996,145.0289866,POINT (145.0289866 -37.9138658),Brighton Secondary College,11
Brighton,2/174 Church St,3,t,1225000.0,18/08/2018,3186,Southern Metropolitan,10579,10.5,Bayside City Council,"2/174 Church St,Brighton,3186,Victoria,Australia",-37.9124768,144.992804,POINT (144.992804 -37.9124768),Brighton Secondary College,11
Brighton,1/425 New St,3,t,1650000.0,18/08/2018,3186,Southern Metropolitan,10579,10.5,Bayside City Council,"1/425 New St,Brighton,3186,Victoria,Australia",-37.913296100000004,144.99153969999998,POINT (144.9915397 -37.9132961),Brighton Secondary College,11
Brighton,1/2 North Rd,3,t,1760000.0,18/08/2018,3186,Southern Metropolitan,10579,10.5,Bayside City Council,"1/2 North Rd,Brighton,3186,Victoria,Australia",-37.89990770000001,145.00644499999999,POINT (145.006445 -37.89990770000001),Brighton Secondary College,11
Brighton,9 Wallace Gr,4,h,3805000.0,18/08/2018,3186,Southern Metropolitan,10579,10.5,Bayside City Council,"9 Wallace Gr,Brighton,3186,Victoria,Australia",-37.9207059,144.9944465,POINT (144.9944465 -37.9207059),Brighton Secondary College,11
Brighton,42 Whyte St,3,h,1900000.0,18/08/2018,3186,Southern Metropolitan,10579,10.5,Bayside City Council,"42 Whyte St,Brighton,3186,Victoria,Australia",-37.92314879999999,144.9993474,POINT (144.9993474 -37.92314879999999),Brighton Secondary College,11
Gardenvale,5/48 Magnolia Rd,1,u,290000.0,18/08/2018,3185,Southern Metropolitan,534,7.2,Glen Eira City Council,"5/48 Magnolia Rd,Gardenvale,3185,Victoria,Australia",-37.8981487,145.01013740000002,POINT (145.0101374 -37.8981487),Brighton Secondary College,11
Bentleigh,5a Bendigo Av,3,t,1190000.0,18/11/2017,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,"5a Bendigo Av,Bentleigh,3204,Victoria,Australia",-37.9188039,145.0373582,POINT (145.0373582 -37.9188039),Brighton Secondary College,11
Brighton,5/41 Kinane St,3,t,1085000.0,18/11/2017,3186,Southern Metropolitan,10579,10.5,Bayside City Council,"5/41 Kinane St,Brighton,3186,Victoria,Australia",-37.9217069,144.9919853,POINT (144.9919853 -37.9217069),Brighton Secondary College,11
Brighton,10 Lindsay St,5,h,3300000.0,18/11/2017,3186,Southern Metropolitan,10579,10.5,Bayside City Council,"10 Lindsay St,Brighton,3186,Victoria,Australia",-37.9131995,144.9971485,POINT (144.9971485 -37.9131995),Brighton Secondary College,11
Brighton,6/58 Nepean Hwy,3,t,1060000.0,18/11/2017,3186,Southern Metropolitan,10579,10.5,Bayside City Council,"6/58 Nepean Hwy,Brighton,3186,Victoria,Australia",-37.904182,145.00750730000001,POINT (145.0075073 -37.904182),Brighton Secondary College,11
Brighton,5/35 Normanby St,2,u,650000.0,18/11/2017,3186,Southern Metropolitan,10579,10.5,Bayside City Council,"5/35 Normanby St,Brighton,3186,Victoria,Australia",-37.9110234,144.98817549999998,POINT (144.9881755 -37.9110234),Brighton Secondary College,11
Brighton,3/72 Well St,2,t,2550000.0,18/11/2017,3186,Southern Metropolitan,10579,10.5,Bayside City Council,"3/72 Well St,Brighton,3186,Victoria,Australia",-37.913284499999996,144.9917386,POINT (144.9917386 -37.9132845),Brighton Secondary College,11
Brighton East,4 Baird St,4,t,2530000.0,18/11/2017,3187,Southern Metropolitan,6938,10.3,Bayside City Council,"4 Baird St,Brighton East,3187,Victoria,Australia",-37.9216578,145.0127318,POINT (145.0127318 -37.9216578),Brighton Secondary College,11
Brighton East,15 Bayview Rd,3,t,950000.0,18/11/2017,3187,Southern Metropolitan,6938,10.3,Bayside City Council,"15 Bayview Rd,Brighton East,3187,Victoria,Australia",-37.906918700000006,145.0251276,POINT (145.0251276 -37.90691870000001),Brighton Secondary College,11
Brighton East,26 Billson St,4,h,2800000.0,18/11/2017,3187,Southern Metropolitan,6938,10.3,Bayside City Council,"26 Billson St,Brighton East,3187,Victoria,Australia",-37.917412799999994,145.01404430000002,POINT (145.0140443 -37.91741279999999),Brighton Secondary College,11
Brighton East,4a Burwah Av,3,t,2100000.0,18/11/2017,3187,Southern Metropolitan,6938,10.3,Bayside City Council,"4a Burwah Av,Brighton East,3187,Victoria,Australia",-37.9224878,145.02001830000003,POINT (145.0200183 -37.9224878),Brighton Secondary College,11
Brighton East,2 Curley St,6,h,3210000.0,18/11/2017,3187,Southern Metropolitan,6938,10.3,Bayside City Council,"2 Curley St,Brighton East,3187,Victoria,Australia",-37.9183586,145.01669030000002,POINT (145.0166903 -37.9183586),Brighton Secondary College,11
Brighton East,78 Glencairn Av,4,h,3320000.0,18/11/2017,3187,Southern Metropolitan,6938,10.3,Bayside City Council,"78 Glencairn Av,Brighton East,3187,Victoria,Australia",-37.92685,145.0194642,POINT (145.0194642 -37.92685),Brighton Secondary College,11
Brighton East,23 Rogers Av,2,h,1330000.0,18/11/2017,3187,Southern Metropolitan,6938,10.3,Bayside City Council,"23 Rogers Av,Brighton East,3187,Victoria,Australia",-37.9114848,145.019496,POINT (145.019496 -37.9114848),Brighton Secondary College,11
Brighton East,9 Violet Cr,6,h,2370000.0,18/11/2017,3187,Southern Metropolitan,6938,10.3,Bayside City Council,"9 Violet Cr,Brighton East,3187,Victoria,Australia",-37.915013200000004,145.01468530000002,POINT (145.0146853 -37.9150132),Brighton Secondary College,11
Brighton,71 South Rd,4,h,3700000.0,21/04/2018,3186,Southern Metropolitan,10579,10.5,Bayside City Council,"71 South Rd,Brighton,3186,Victoria,Australia",-37.9275515,144.98888430000002,POINT (144.9888843 -37.9275515),Brighton Secondary College,11
Brighton East,4/123 Dendy St,2,u,595000.0,21/04/2018,3187,Southern Metropolitan,6938,10.3,Bayside City Council,"4/123 Dendy St,Brighton East,3187,Victoria,Australia",-37.9229227,145.0237879,POINT (145.0237879 -37.9229227),Brighton Secondary College,11
