,Company,Location,Salary,Job Title,Summary
462,Origin Energy,Brisbane QLD,,Principal Data Engineer,Endorse data engineering technical methods and review and oversee data engineering work in progress. Develop standardised practices for delivering new products…
463,Deloitte,Sydney NSW,"$70,000 a year",Audit & Assurance - Quantitative Finance Solutions - Senior...,"Bachelor or higher degree in Computer Science, Statistics, Mathematics, Engineering/IT or a related fieldStrong quantitative programming skills, including the…"
464,BuzzFeed,Sydney NSW,,Reporter,"We have offices in 19 cities around the world and more than 1600 employees including reporters, video producers, data scientists, engineers, brand strategists,…"
465,EY,Sydney NSW,,Data Architect - Sydney,"We go beyond strategy and provide end to end implementation of real life data environments and have some of the best architects, project managers, business…"
466,Talent Insights Group,Melbourne VIC,,Internal Data Science Consultant,"Assemble and manage a multi-functional, cross disciplinary team (business users, data engineers, data scientists and IT support) in the end to end agile…"
467,Dentsu Aegis Network,Sydney NSW,,Data Science Manager,"Leading the Data team, you will direct and support Data Scientists and Analysts who have deep expertise in digital data and insight, continuing to focus on…"
468,CSIRO,Canberra ACT,"$83,000 - $94,000 a year",CSIRO Postdoctoral Fellowship - DATA61 and the Cyber Securit...,"Join CSIRO’s Data61, the largest data innovation group in Australia. Under the direction of senior research scientists and engineers, CERC Postdoctoral Fellows:"
469,Chandler Macleod,Canberra ACT,,Data Analyst,This could include working as data scientists to do statistical analysis or data modelling (e.g. Automate manual data processes and optimising speed and quality…
470,CSIRO,Australia,$600 a week,Indigenous Cadetships - Data61 Mathematics & Statistics,"This work may involve data entry, data management, statistical analysis, literature searches and the production of reports and other publications."
471,Deloitte,Brisbane QLD,,Data Scientist,"Mentor a team of capable analysts and consultants to identify data gaps, automate data collection techniques, cleanse data and conduct quality checks at every…"
472,Rio Tinto,Brisbane QLD,,Lead - Human Resource Data Scientist,Lead - Human Resource Data Scientist. We are looking for a Lead - Human Resource Data Scientist to lead a small team of Data Scientists within the HR Function…
473,Cover Genius,Sydney NSW,,Data Scientist,"We’re seeking a data scientist to help us take our BrightWrite product to the next level. As a data scientist, you should be comfortable talking about…"
474,Rio Tinto,Brisbane QLD,,Human Resources Data Scientist,"We are looking for two Human Resources Data Scientists to work within the HR function focusing on working with People data, while working closely with the data…"
475,News Corp Australia,Sydney Central Business District NSW,,Data Scientist,Provide data and analytical insights that can be leveraged across the consumer teams. Undertake proactive analysis of customer behaviour to produce data driven…
476,Continuum Recruitment,Melbourne VIC,,Data Scientist,A strong knowledge of and experience using data visualisation tools in day to day work (e.g. Strong demonstrated experience with advanced data science analytic…
477,University of New South Wales,Sydney NSW,"$76,570 - $102,091 a year",Postdoctoral Fellow - Data Scientist,"This position will play a key role in undertaking data scientist specific tasks including data collection, data wrangling, big data analytics including…"
478,,Sydney NSW,"$150,000 - $200,000 a year",Data Science Training Specialist,Great opportunity to work with a global brand Centralised location in Sydney CBD Opportunity to travel globally based on different engagements Our client is…
479,Talenza,Sydney NSW,,Data Scientist | Contract,Our client is seeking an experienced Data Scientist with strong machine learning and deep exposure with NLP to help on a contract basis.
480,PwC,Sydney NSW,,Business Analyst,"Working in a high performing team of data engineers, data visualization specialists and payroll experts. Conducting data analysis of both client input data and…"
481,Tyro,Sydney NSW,,Software Engineer (Data),"Working on the R&D of novel solutions to Tyro’s data problems as part of a cross functional team including engineers, data scientists and analysts."
482,Quantexa,Melbourne VIC,,Data Engineer,"Work very closely with data scientists to ensure efficient and effective delivery of solutions; Manage, transform and cleanse high volume data;"
483,Environmental Resource Management,Melbourne VIC,,"Principal Consultant, Environmental","Relevant data management within consulting: 10+ years of previous work experience in environmental data management with strong analytical/database skills, or…"
484,Golder Associates,West Perth WA,,Senior Environmental Engineer/Scientist/Hydrogeologist,"Interpretation of hydrogeological and geochemical data from contaminated sites. Data management, interpretation and reporting for phased environmental site…"
485,Recruit Safe,Melbourne VIC,,EA to CEO,"For the healthcare professionals and scientists working in this field. Applies logic, judgment and data to address issues and invites collaboration whilst."
486,The Advitech Group,Mayfield West NSW,,ECOLOGIST,"Engaged team of Environmental Scientists, Archaeologists and Ecologists. Collection, compilation, presentation and evaluation/analysis of environmental data."
487,aveva,Sydney NSW,,"Senior Data Engineer, Australia (Software)","They stay one step ahead of Data Scientists, providing tools and infrastructure they can use to manage data and build models."
488,Deloitte,Brisbane QLD,,Data Scientist,"Mentor a team of capable analysts and consultants to identify data gaps, automate data collection techniques, cleanse data and conduct quality checks at every…"
489,Rio Tinto,Brisbane QLD,,Lead - Human Resource Data Scientist,Lead - Human Resource Data Scientist. We are looking for a Lead - Human Resource Data Scientist to lead a small team of Data Scientists within the HR Function…
490,Cover Genius,Sydney NSW,,Data Scientist,"We’re seeking a data scientist to help us take our BrightWrite product to the next level. As a data scientist, you should be comfortable talking about…"
491,Rio Tinto,Brisbane QLD,,Human Resources Data Scientist,"We are looking for two Human Resources Data Scientists to work within the HR function focusing on working with People data, while working closely with the data…"
492,News Corp Australia,Sydney Central Business District NSW,,Data Scientist,Provide data and analytical insights that can be leveraged across the consumer teams. Undertake proactive analysis of customer behaviour to produce data driven…
493,Continuum Recruitment,Melbourne VIC,,Data Scientist,A strong knowledge of and experience using data visualisation tools in day to day work (e.g. Strong demonstrated experience with advanced data science analytic…
494,University of New South Wales,Sydney NSW,"$76,570 - $102,091 a year",Postdoctoral Fellow - Data Scientist,"This position will play a key role in undertaking data scientist specific tasks including data collection, data wrangling, big data analytics including…"
