,Company,Location,Salary,Job Title,Summary
898,face2face Recruitment,Canberra ACT,,Data/System Analyst Modellers,Our client is looking for Data/System Analyst Modellers to join their team who has experience in programing using SQL coding language for analysing vast amounts…
899,Coffs Harbour City Council,Coffs Harbour NSW,"$71,000 a year",Customer Service Systems Analyst,"Reporting to the Customer Service Group Leader, the Customer Service Systems Analyst is responsible for driving improved business outcomes via system and…"
900,Rio Tinto,Perth WA,,Analyst Geoscientific Data Management - Resource Development...,Analyst Geoscientific Data Management - Resource Development - Perth. We are currently looking for an Analyst Geoscientific Data Management to provide data…
901,Cognizant Technology Solutions,Melbourne VIC,"$90,000 - $110,000 a year",Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …"
902,Peoplebank,Southbank VIC,,Data Analyst,Looking for an experienced Data Analyst to support the division responding to data requests and provide supporting analysis.
903,Allianz,Sydney NSW,,Actuarial Analyst,"Updating models and data preparation. Supporting the development of more junior analysts, as appropriate. You will be the primary analyst on the team producing…"
904,ANZ Banking Group,Melbourne VIC,,Data Analyst,"As the Data Analyst, you will work closely with Subject Matter Experts to understand the nature of data quality issues and initiatives and leverage technical…"
905,ANZ Banking Group,Melbourne VIC,,Data Analyst,"As the Data Analyst, you will work closely with Subject Matter Experts to understand the nature of data quality issues and initiatives and leverage technical…"
906,Cognizant Technology Solutions,Sydney NSW,"$60,000 - $90,000 a year",DataHub Data Analyst,Cognizant hiring for DataHub Data Analyst with strong SQL skills and ETL background. … Experience of working on data integration projects.
907,Ignite,Melbourne VIC,$600 - $700 a day,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. … Demonstrated experience as Analyst with ability to…"
908,Coffs Harbour City Council,Coffs Harbour NSW,"$71,000 a year",Customer Service Systems Analyst,"Reporting to the Customer Service Group Leader, the Customer Service Systems Analyst is responsible for driving improved business outcomes via system and…"
909,BAI Communications,Chatswood NSW,,Financial Analyst,Hybrid role – owning the input of the data as well as reporting. … Help us create better connected futures. … Work with aligned engaged team members.
910,City Brasil,Sydney NSW,,ROHQ CTI Infrastructure Tech Analyst (C11),"ROHQ CTI Infrastructure Tech Analyst (C11). … The overall objective is to use infrastructure technology knowledge and identified policies to process data, resolve…"
911,AFEX,Sydney NSW,,Compliance Analyst - Sydney,We are currently hiring a Compliance Analyst for our office in Sydney. … Please refer to our Applicant Privacy Notice for additional information about AFEX’s…
912,Bendigo & Adelaide Bank,Melbourne VIC,,Senior Credit Analyst,"Senior Credit Analyst – Credit Decisioning August 2019.doc. … The ability to analyse data, draw relevant conclusions and make appropriate recommendations together…"
913,Michael Page,Melbourne VIC,$40 - $50 an hour,Analyst,"Exceptional Excel and data skills required, including advanced Excel functionality and ability to synthesise larges data sets from different sources."
914,MK Infotech Pty Ltd,Sydney NSW,"$65,000 - $70,000 a year",Senior Test Analyst,"As Senior Test Analyst in a client facing role. … Strong Experience in Netcracker tool for provisioning work flow such CFS, manual task closure and execution flow…"
915,Opus Recruitment Solutions,Sydney NSW,$600 - $750 a day,URGENT: data Analyst,My client is looking for a professional solution based data analyst that has experience across Power BI and gathering the data from a new application they are…
916,Michael Page,Melbourne VIC,"$60,000 - $90,000 a year",Tradespend Analyst - Immediate start,Download and export data from excel to and from SAP. Analyse large data sets in regards to the pricing of products and promotions to advise stakeholders in…
917,Health Employees Superannuation Trust Australia,Melbourne VIC,,Business Analyst - Investment Data Management,We may just have the perfect opportunity for you as an experienced Business Analyst on Portfolio and Order Management systems. … What’s in it for you?
918,Ignite,Canberra ACT,,Data Support Analyst,Our client is seeking a Data Analyst for a long-term contract until September 2020 with extension through to September 2022.
919,Cognizant Technology Solutions,Melbourne VIC,"$90,000 - $110,000 a year",Data Analyst,"Good understanding of Data Analysis and data management. … Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …"
920,Peoplebank,Southbank VIC,,Data Analyst,Looking for an experienced Data Analyst to support the division responding to data requests and provide supporting analysis.
921,Allianz,Sydney NSW,,Actuarial Analyst,"Updating models and data preparation. … Supporting the development of more junior analysts, as appropriate. … You will be the primary analyst on the team producing…"
922,Rio Tinto,Perth WA,,Analyst Geoscientific Data Management - Resource Development...,Analyst Geoscientific Data Management - Resource Development - Perth. … We are currently looking for an Analyst Geoscientific Data Management to provide data…
923,ANZ Banking Group,Melbourne VIC,,Data Analyst,"As the Data Analyst, you will work closely with Subject Matter Experts to understand the nature of data quality issues and initiatives and leverage technical…"
924,Cognizant Technology Solutions,Sydney NSW,"$60,000 - $90,000 a year",DataHub Data Analyst,Cognizant hiring for DataHub Data Analyst with strong SQL skills and ETL background. Experience of working on data integration projects.
925,Ignite,Melbourne VIC,$600 - $700 a day,Business Analyst,"Demonstrated experience as Analyst with ability to… 5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement."
926,Qauadrus Global,Melbourne VIC,$800 - $850 a day,Data Architect,Drive and innovate Data Model Management. Define and Support the integration between Data Modelling tool and Data.
927,HAYS,Melbourne VIC,,Credit Analyst,An opportunity in the lending space of a financial services provider has opened. Strong ability to verify data quickly and data entry/accuracy (Essential).
928,CVUK,Melbourne VIC,,Retail Analyst,Telephone +61 (0)3 9240 3145. Description Retail Analyst – Fashion – Melbourne CBD. Be fully proficient in advanced Excel and data presentation programs.
929,FinXL,Surry Hills NSW,,Data Scientist,Working experience as a Data Scientist. Experience working with huge data volumes. Experienced with Big Data and Cloud Platforms (AWS).
930,AMP Limited,Sydney NSW,,Strategy Analyst,"Working with the Head of Strategy, to develop and apply a quantitative approach to strategy formulation utilising a data driven approach to combine business…"
931,Appreciating Talent,Sydney NSW,"$55,000 - $75,000 a year",Data Analyst,"Passion for statistics, data and trends? Assisting in business development opportunities relating to data collection, analysis and reporting."
932,WebZeb Solutions,Melbourne VIC,,Business Analyst,Use data modeling practices to analyze your findings and create suggestions for strategic and operational improvements and changes.
933,kelloggs,Pagewood NSW,,Sales Finance Analyst,The role of Sales Finance Analyst assists our sales team by providing valuable financial insights & analysis to support them in achieving their goals and…
